dataset,ID,predicted_class,class_1_prob,class_2_prob
train,689.0,2,0.49449536204338074,0.5055046081542969
train,690.0,1,0.502423107624054,0.4975769817829132
train,691.0,1,0.5074570178985596,0.49254295229911804
train,692.0,1,0.5071296095848083,0.4928703308105469
train,694.0,2,0.46649637818336487,0.5335035920143127
train,695.0,2,0.4676091969013214,0.5323907732963562
train,696.0,2,0.4653131067752838,0.5346869230270386
train,697.0,2,0.466690331697464,0.5333096385002136
train,698.0,2,0.4672664999961853,0.5327336192131042
train,699.0,2,0.47641241550445557,0.5235875844955444
train,700.0,2,0.46626585721969604,0.533734142780304
train,701.0,2,0.49336838722229004,0.5066315531730652
train,702.0,2,0.48054173588752747,0.5194582939147949
train,703.0,2,0.4795804023742676,0.5204195976257324
train,704.0,2,0.4726351797580719,0.5273647904396057
train,705.0,2,0.4866011142730713,0.5133988857269287
train,706.0,2,0.48757460713386536,0.5124254822731018
train,707.0,2,0.48367008566856384,0.5163299441337585
train,708.0,2,0.48310747742652893,0.5168924927711487
train,709.0,2,0.4825012981891632,0.5174986720085144
train,710.0,2,0.48126041889190674,0.5187395811080933
train,711.0,2,0.4804961085319519,0.5195038914680481
train,712.0,2,0.476949006319046,0.5230509042739868
train,713.0,2,0.4813069999217987,0.5186930298805237
train,714.0,2,0.4806017279624939,0.5193982124328613
train,715.0,2,0.4881359338760376,0.5118641257286072
train,716.0,2,0.4823051989078522,0.5176948308944702
train,717.0,2,0.4833166003227234,0.5166833996772766
train,718.0,2,0.48272067308425903,0.517279326915741
train,720.0,2,0.4822492003440857,0.5177507996559143
train,722.0,2,0.4810929000377655,0.5189071297645569
train,724.0,2,0.4784470498561859,0.5215529203414917
train,725.0,2,0.48321598768234253,0.5167840719223022
train,726.0,2,0.479404479265213,0.5205954909324646
train,729.0,2,0.4760054647922516,0.523994505405426
train,730.0,1,0.5080223679542542,0.49197763204574585
train,731.0,1,0.5010603666305542,0.4989396333694458
train,733.0,1,0.5114415884017944,0.48855841159820557
train,734.0,1,0.5097965598106384,0.49020346999168396
train,735.0,1,0.5049400329589844,0.4950600266456604
train,737.0,1,0.5065129995346069,0.4934869706630707
train,738.0,2,0.4919831454753876,0.50801682472229
train,739.0,1,0.5026821494102478,0.4973177909851074
train,740.0,2,0.47038596868515015,0.5296140313148499
train,741.0,2,0.4680601954460144,0.5319398641586304
train,742.0,2,0.48488593101501465,0.5151140689849854
train,743.0,2,0.4809037744998932,0.5190962553024292
train,744.0,2,0.48502102494239807,0.5149790048599243
train,745.0,2,0.4794135093688965,0.5205864310264587
train,746.0,2,0.49932560324668884,0.5006744265556335
train,747.0,1,0.5138054490089417,0.4861946105957031
train,749.0,2,0.48086777329444885,0.5191323161125183
train,750.0,1,0.515259861946106,0.48474016785621643
train,751.0,2,0.4678778350353241,0.5321221351623535
train,752.0,2,0.48980873823165894,0.5101912021636963
train,753.0,2,0.491343230009079,0.5086567401885986
train,754.0,2,0.4761265814304352,0.5238733887672424
train,755.0,2,0.4780585467815399,0.5219414234161377
train,756.0,2,0.4795648753643036,0.5204351544380188
train,760.0,1,0.5070266723632812,0.4929734170436859
train,762.0,1,0.5050324201583862,0.49496760964393616
train,763.0,1,0.5080708265304565,0.4919291138648987
train,764.0,1,0.5176660418510437,0.4823339581489563
train,766.0,1,0.5121423006057739,0.4878576993942261
train,767.0,1,0.5123542547225952,0.4876457750797272
train,768.0,1,0.5166741013526917,0.4833259582519531
train,770.0,1,0.5231403708457947,0.4768596887588501
train,771.0,1,0.5116381645202637,0.48836183547973633
train,772.0,1,0.5093169212341309,0.49068310856819153
train,773.0,1,0.510719358921051,0.489280641078949
train,774.0,1,0.5132913589477539,0.4867086410522461
train,775.0,1,0.5222257375717163,0.4777742922306061
train,776.0,1,0.5109588503837585,0.48904111981391907
train,777.0,2,0.47062334418296814,0.5293766260147095
train,778.0,2,0.475904256105423,0.5240957140922546
train,779.0,2,0.4733857214450836,0.526614248752594
train,780.0,2,0.4606316089630127,0.5393683314323425
train,781.0,2,0.47469857335090637,0.5253013968467712
train,782.0,1,0.5034696459770203,0.49653029441833496
train,783.0,2,0.49489760398864746,0.5051023960113525
train,784.0,2,0.49700963497161865,0.5029903650283813
train,786.0,2,0.49902355670928955,0.5009764432907104
train,787.0,1,0.5110381841659546,0.4889618754386902
train,788.0,1,0.5045547485351562,0.4954453110694885
train,789.0,1,0.5035050511360168,0.49649497866630554
train,790.0,1,0.5210676193237305,0.47893235087394714
train,791.0,1,0.519202470779419,0.48079755902290344
train,792.0,1,0.5099501013755798,0.49004989862442017
train,793.0,1,0.5020726323127747,0.49792733788490295
train,795.0,2,0.49365606904029846,0.5063439011573792
train,796.0,1,0.5029586553573608,0.49704137444496155
train,797.0,2,0.4957215487957001,0.5042784214019775
train,798.0,2,0.4958447217941284,0.5041552782058716
train,799.0,1,0.508764922618866,0.49123504757881165
train,800.0,2,0.47111889719963074,0.5288811326026917
train,802.0,2,0.4805219769477844,0.5194780826568604
train,803.0,2,0.48709216713905334,0.512907862663269
train,804.0,2,0.48594003915786743,0.5140599608421326
train,805.0,2,0.48898857831954956,0.5110114216804504
train,807.0,2,0.49566540122032166,0.5043346285820007
train,809.0,2,0.48196181654930115,0.5180381536483765
train,810.0,1,0.5091820359230042,0.49081799387931824
train,811.0,2,0.49896419048309326,0.5010358095169067
train,813.0,2,0.4753907024860382,0.5246092677116394
train,814.0,2,0.48156067728996277,0.5184392929077148
train,815.0,1,0.5111023783683777,0.4888975918292999
train,817.0,1,0.5013025999069214,0.4986974000930786
train,818.0,1,0.5102065205574036,0.48979344964027405
train,819.0,1,0.51532381772995,0.4846762418746948
train,820.0,1,0.5123821496963501,0.4876178205013275
train,822.0,1,0.5139663219451904,0.48603370785713196
train,823.0,1,0.5134262442588806,0.4865737557411194
train,824.0,1,0.5140195488929749,0.48598045110702515
train,826.0,1,0.516986608505249,0.4830133616924286
train,827.0,2,0.4960610270500183,0.5039389729499817
train,828.0,1,0.5010937452316284,0.49890634417533875
train,829.0,1,0.5156779885292053,0.48432204127311707
train,830.0,1,0.5176796913146973,0.48232027888298035
train,832.0,2,0.48509660363197327,0.5149034261703491
train,833.0,2,0.4970063865184784,0.5029935836791992
train,834.0,2,0.4796088635921478,0.5203911066055298
train,835.0,2,0.4773706793785095,0.5226292014122009
train,836.0,2,0.4897923767566681,0.5102076530456543
train,839.0,2,0.49473392963409424,0.5052660703659058
train,840.0,2,0.47539031505584717,0.5246096849441528
train,841.0,2,0.4709862172603607,0.5290137529373169
train,843.0,2,0.49820494651794434,0.5017951130867004
train,844.0,1,0.5147225260734558,0.4852774441242218
train,845.0,1,0.5141300559043884,0.4858699440956116
train,846.0,2,0.47873958945274353,0.5212604403495789
train,847.0,2,0.4993588626384735,0.5006411075592041
train,848.0,1,0.5101043581962585,0.48989567160606384
train,849.0,1,0.5029178857803345,0.4970821440219879
train,850.0,1,0.5072469711303711,0.4927530586719513
train,851.0,2,0.46652406454086304,0.5334758758544922
train,853.0,2,0.46509385108947754,0.5349061489105225
train,854.0,2,0.4707903265953064,0.5292096138000488
train,856.0,2,0.4666408598423004,0.5333591103553772
train,859.0,2,0.4779612421989441,0.5220387578010559
train,860.0,2,0.4918902814388275,0.5081096887588501
train,861.0,2,0.48512688279151917,0.5148731470108032
train,862.0,2,0.4870736598968506,0.5129263997077942
train,863.0,2,0.48445072770118713,0.5155492424964905
train,865.0,2,0.48637399077415466,0.5136260390281677
train,866.0,2,0.4806192219257355,0.5193806886672974
train,867.0,2,0.48324400186538696,0.5167560577392578
train,868.0,2,0.48602867126464844,0.5139713287353516
train,869.0,2,0.4802365303039551,0.5197634100914001
train,870.0,2,0.4835710823535919,0.5164288878440857
train,871.0,2,0.48236241936683655,0.5176376104354858
train,872.0,2,0.481738805770874,0.518261194229126
train,873.0,2,0.4804609715938568,0.5195389986038208
train,874.0,2,0.48643064498901367,0.5135693550109863
train,875.0,1,0.5142534375190735,0.4857465326786041
train,876.0,1,0.5108914375305176,0.4891085624694824
train,877.0,1,0.513447105884552,0.4865529239177704
train,878.0,1,0.5077950358390808,0.4922049343585968
train,879.0,1,0.5067240595817566,0.493275910615921
train,881.0,1,0.5044661164283752,0.49553382396698
train,882.0,1,0.5044187307357788,0.4955812394618988
train,883.0,1,0.5132724046707153,0.48672762513160706
train,884.0,1,0.5067058801651001,0.4932940900325775
train,885.0,1,0.5022700428962708,0.49772992730140686
train,886.0,2,0.46532559394836426,0.5346744060516357
train,887.0,2,0.48192667961120605,0.5180732607841492
train,888.0,2,0.4893658459186554,0.5106341242790222
train,889.0,2,0.48529380559921265,0.5147060751914978
train,891.0,2,0.48291367292404175,0.5170863270759583
train,892.0,2,0.4798412024974823,0.5201588273048401
train,895.0,2,0.4768025279045105,0.5231974124908447
train,896.0,2,0.4767497479915619,0.5232502222061157
train,898.0,1,0.5101869702339172,0.48981302976608276
train,899.0,1,0.5078007578849792,0.49219927191734314
train,900.0,1,0.5034457445144653,0.4965541958808899
train,901.0,1,0.5094741582870483,0.49052587151527405
train,902.0,2,0.4948967397212982,0.5051032304763794
train,903.0,1,0.5114151835441589,0.4885846972465515
train,904.0,1,0.5112629532814026,0.488737016916275
train,905.0,1,0.5171204805374146,0.48287951946258545
train,906.0,1,0.5108071565628052,0.48919281363487244
train,908.0,1,0.5196903944015503,0.4803095757961273
train,910.0,1,0.5199167132377625,0.48008325695991516
train,911.0,1,0.5113871097564697,0.4886128306388855
train,913.0,1,0.5111421942710876,0.48885777592658997
train,914.0,2,0.470464825630188,0.5295352339744568
train,917.0,2,0.4978235363960266,0.5021764636039734
train,918.0,1,0.5013696551322937,0.4986303448677063
train,919.0,1,0.5018879175186157,0.4981120824813843
train,920.0,2,0.4966774582862854,0.5033224821090698
train,921.0,1,0.5101847052574158,0.4898153245449066
train,924.0,1,0.5194095373153687,0.48059046268463135
train,925.0,2,0.4721652865409851,0.5278347134590149
train,926.0,2,0.48177382349967957,0.5182260870933533
train,927.0,2,0.48099958896636963,0.5190003514289856
train,929.0,2,0.47656965255737305,0.5234304070472717
train,930.0,1,0.5087329745292664,0.4912670850753784
train,932.0,2,0.49950844049453735,0.5004914999008179
train,933.0,1,0.5181809663772583,0.4818190038204193
train,934.0,1,0.5094665288925171,0.4905335307121277
train,936.0,1,0.5101640820503235,0.4898359179496765
train,938.0,2,0.4662110507488251,0.5337889790534973
train,939.0,1,0.5113937258720398,0.48860621452331543
train,940.0,2,0.49431902170181274,0.5056809782981873
train,942.0,1,0.5176200270652771,0.4823800325393677
train,943.0,1,0.5002892017364502,0.4997108578681946
train,944.0,2,0.477346807718277,0.5226531624794006
train,945.0,2,0.48843929171562195,0.5115607380867004
train,946.0,2,0.480469286441803,0.5195306539535522
train,947.0,2,0.49382346868515015,0.5061765313148499
train,948.0,2,0.4937487840652466,0.5062512755393982
train,949.0,2,0.49943527579307556,0.500564694404602
train,950.0,1,0.5072872638702393,0.49271270632743835
train,951.0,2,0.49541014432907104,0.504589855670929
train,952.0,2,0.4941050112247467,0.5058950185775757
train,954.0,1,0.5012173652648926,0.49878260493278503
train,956.0,2,0.4963764548301697,0.5036234855651855
train,957.0,2,0.48921576142311096,0.5107842683792114
train,958.0,2,0.49827340245246887,0.501726508140564
train,959.0,2,0.49893108010292053,0.5010689496994019
train,960.0,2,0.4973542094230652,0.5026457905769348
train,962.0,2,0.48710694909095764,0.5128930807113647
train,963.0,2,0.4983595609664917,0.5016403794288635
train,964.0,1,0.5051872134208679,0.4948127865791321
train,965.0,1,0.5097625255584717,0.49023744463920593
train,966.0,1,0.5063908696174622,0.49360913038253784
train,967.0,1,0.5024257302284241,0.4975742697715759
train,968.0,1,0.5072782039642334,0.4927217960357666
train,969.0,1,0.5060064792633057,0.49399352073669434
train,970.0,2,0.4940337836742401,0.5059662461280823
train,971.0,2,0.4833945333957672,0.5166054964065552
train,972.0,2,0.4843914806842804,0.5156084299087524
train,973.0,2,0.4936365783214569,0.5063633918762207
train,974.0,2,0.49188661575317383,0.508113443851471
train,977.0,2,0.4907971918582916,0.509202778339386
train,978.0,2,0.49741804599761963,0.5025818943977356
train,979.0,1,0.5014467239379883,0.49855318665504456
train,980.0,2,0.4802655875682831,0.5197343826293945
train,981.0,2,0.48323360085487366,0.5167663097381592
train,985.0,1,0.5047885775566101,0.4952113628387451
train,986.0,2,0.4949341118335724,0.50506591796875
train,987.0,1,0.5024365186691284,0.4975634515285492
train,988.0,2,0.49227339029312134,0.5077266097068787
train,989.0,2,0.49384868144989014,0.5061512589454651
train,990.0,2,0.484986275434494,0.5150137543678284
train,991.0,2,0.4875955879688263,0.5124044418334961
train,992.0,2,0.47450676560401917,0.5254932641983032
train,993.0,2,0.47543004155158997,0.5245699882507324
train,994.0,2,0.490765780210495,0.5092342495918274
train,995.0,2,0.48829853534698486,0.5117014646530151
train,997.0,2,0.4991002380847931,0.5008997917175293
train,998.0,1,0.5032739639282227,0.4967260956764221
train,999.0,2,0.4988962411880493,0.5011037588119507
train,1000.0,2,0.49553757905960083,0.5044623613357544
train,1004.0,2,0.49598002433776855,0.5040199756622314
train,1005.0,1,0.5027393102645874,0.497260719537735
train,1006.0,1,0.506041944026947,0.493958055973053
train,1008.0,2,0.4890293478965759,0.5109706521034241
train,1009.0,1,0.502487063407898,0.49751290678977966
train,1010.0,2,0.48426786065101624,0.5157321095466614
train,1012.0,2,0.4939665198326111,0.5060335397720337
train,1013.0,2,0.4760759174823761,0.5239240527153015
train,1015.0,1,0.5062620043754578,0.493738055229187
train,1016.0,2,0.47590476274490356,0.5240952372550964
train,1017.0,2,0.491904616355896,0.508095383644104
train,1018.0,2,0.48504382371902466,0.5149561762809753
train,1019.0,2,0.4874207079410553,0.5125792622566223
train,1020.0,2,0.49687260389328003,0.50312739610672
train,1021.0,2,0.4754416346549988,0.5245583057403564
train,1022.0,2,0.4887014925479889,0.5112985372543335
train,1024.0,1,0.5068768858909607,0.4931230843067169
train,1025.0,2,0.49132001399993896,0.5086800456047058
train,1026.0,2,0.48708575963974,0.51291424036026
train,1027.0,2,0.4827612340450287,0.5172387957572937
train,1029.0,1,0.5046929121017456,0.49530714750289917
train,1030.0,2,0.4977538287639618,0.5022462010383606
train,1031.0,2,0.4988037645816803,0.5011961460113525
train,1032.0,2,0.4835834801197052,0.5164164304733276
train,1033.0,2,0.4848830997943878,0.5151168704032898
train,1034.0,1,0.501346230506897,0.4986538290977478
train,1035.0,1,0.5013828277587891,0.4986172318458557
train,1036.0,1,0.5007991194725037,0.49920088052749634
train,1038.0,2,0.4924135208129883,0.5075865387916565
train,1039.0,2,0.48948103189468384,0.5105189681053162
train,1040.0,2,0.4801848232746124,0.51981520652771
train,1042.0,1,0.5031810402870178,0.4968189597129822
train,1043.0,2,0.4992688298225403,0.5007311701774597
train,1044.0,2,0.49726632237434387,0.5027337670326233
train,1045.0,1,0.5049176216125488,0.49508237838745117
train,1046.0,2,0.4813435673713684,0.5186563730239868
train,1047.0,2,0.4843851327896118,0.515614926815033
train,1048.0,1,0.5062231421470642,0.4937768280506134
train,1049.0,1,0.5022720098495483,0.4977279305458069
train,1050.0,2,0.49976882338523865,0.5002310872077942
train,1051.0,2,0.4969940483570099,0.5030059814453125
train,1053.0,2,0.49764084815979004,0.5023592114448547
train,1054.0,2,0.4936383068561554,0.5063616633415222
train,1056.0,1,0.5046690702438354,0.4953308701515198
train,1057.0,2,0.4787801504135132,0.5212198495864868
train,1058.0,2,0.4972974956035614,0.5027024745941162
train,1061.0,2,0.4974195063114166,0.5025805234909058
train,1062.0,2,0.4896911680698395,0.5103088021278381
train,1063.0,2,0.49759605526924133,0.502403974533081
train,1064.0,2,0.48370063304901123,0.5162993669509888
train,1065.0,2,0.4809943735599518,0.5190055966377258
train,1066.0,2,0.49868980050086975,0.5013102293014526
train,1067.0,2,0.4743746519088745,0.5256253480911255
train,1068.0,1,0.5028809905052185,0.4971190392971039
train,1069.0,1,0.5040406584739685,0.4959593117237091
train,1070.0,2,0.4988038241863251,0.5011961460113525
train,1071.0,2,0.4895175099372864,0.5104824304580688
train,1072.0,2,0.48588109016418457,0.5141188502311707
train,1073.0,2,0.48113980889320374,0.5188602209091187
train,1074.0,2,0.47952327132225037,0.5204766988754272
train,1075.0,2,0.4844704270362854,0.5155295729637146
train,1076.0,2,0.49348384141921997,0.5065162181854248
train,1077.0,2,0.4995450973510742,0.500454843044281
train,1078.0,1,0.5013818144798279,0.49861815571784973
train,1079.0,2,0.48847776651382446,0.5115221738815308
train,1080.0,2,0.49638259410858154,0.5036174058914185
train,1081.0,1,0.5026482343673706,0.4973517060279846
train,1082.0,1,0.5066409111022949,0.4933590590953827
train,1083.0,2,0.48833394050598145,0.5116660594940186
train,1086.0,1,0.5047796964645386,0.4952203035354614
train,1087.0,1,0.5115975141525269,0.48840248584747314
train,1089.0,2,0.4948650002479553,0.5051349997520447
train,1090.0,2,0.4855108857154846,0.5144890546798706
train,1091.0,2,0.4859614074230194,0.5140385627746582
train,1092.0,2,0.48881790041923523,0.5111820697784424
train,1093.0,1,0.5043871998786926,0.495612770318985
train,1094.0,2,0.4741096794605255,0.5258903503417969
train,1095.0,2,0.48020678758621216,0.5197931528091431
train,1096.0,2,0.4963496923446655,0.5036503076553345
train,1098.0,2,0.48242801427841187,0.5175719857215881
train,1099.0,2,0.48656415939331055,0.5134358406066895
train,1100.0,2,0.49408581852912903,0.5059141516685486
train,1101.0,2,0.4878666400909424,0.5121333003044128
train,1102.0,2,0.47140955924987793,0.5285904407501221
train,1103.0,2,0.4893761873245239,0.5106237530708313
train,1104.0,2,0.4993968904018402,0.5006030797958374
train,1105.0,2,0.48003628849983215,0.5199636816978455
train,1107.0,1,0.5027388334274292,0.4972611367702484
train,1108.0,2,0.48031115531921387,0.5196887850761414
train,1109.0,1,0.5066885352134705,0.49331146478652954
train,1110.0,2,0.49872633814811707,0.5012736320495605
train,1111.0,2,0.48529353737831116,0.5147064328193665
train,1112.0,1,0.5065372586250305,0.4934627413749695
train,1113.0,2,0.4981435537338257,0.5018563866615295
train,1115.0,2,0.4914249777793884,0.5085749626159668
train,1116.0,2,0.4911508858203888,0.5088490843772888
train,1118.0,1,0.5018504858016968,0.4981495141983032
train,1119.0,1,0.5150206089019775,0.4849793314933777
train,1120.0,1,0.5107406377792358,0.48925939202308655
train,1121.0,2,0.49374669790267944,0.506253182888031
train,1122.0,2,0.48374810814857483,0.5162518620491028
train,1123.0,2,0.485476553440094,0.514523446559906
train,1124.0,2,0.49504217505455017,0.5049577951431274
train,1127.0,1,0.5028680562973022,0.4971318244934082
train,1128.0,2,0.4777756929397583,0.5222242474555969
train,1130.0,2,0.47471490502357483,0.5252851247787476
train,1131.0,1,0.5000818967819214,0.499918133020401
train,1132.0,1,0.5034139752388,0.4965859651565552
train,1133.0,2,0.49880778789520264,0.5011922121047974
train,1134.0,1,0.5041506886482239,0.49584928154945374
train,1135.0,1,0.5081233978271484,0.49187666177749634
train,1136.0,2,0.4891076982021332,0.5108922719955444
train,1137.0,2,0.4883979856967926,0.511601984500885
train,1138.0,2,0.49049612879753113,0.5095038414001465
train,1139.0,2,0.48246073722839355,0.5175392627716064
train,1140.0,2,0.4976741671562195,0.5023257732391357
train,1142.0,2,0.49026280641555786,0.5097371935844421
train,1143.0,2,0.4913012683391571,0.5086987018585205
train,1146.0,1,0.5021861791610718,0.4978138208389282
train,1147.0,1,0.5050314664840698,0.4949685335159302
train,1148.0,1,0.50606369972229,0.4939362704753876
train,1149.0,1,0.5065464973449707,0.4934534728527069
train,1150.0,2,0.4888317286968231,0.5111683011054993
train,1151.0,1,0.5020219683647156,0.49797800183296204
train,1152.0,2,0.4945600926876068,0.5054399371147156
train,1153.0,2,0.4991768002510071,0.5008231997489929
train,1154.0,2,0.48214191198349,0.51785808801651
train,1155.0,2,0.49023914337158203,0.509760856628418
train,1156.0,1,0.5022273063659668,0.4977726936340332
train,1159.0,1,0.5072923898696899,0.4927075207233429
train,1160.0,2,0.49808046221733093,0.5019195675849915
train,1162.0,1,0.5039049386978149,0.49609503149986267
train,1163.0,1,0.5034704804420471,0.49652960896492004
train,1164.0,2,0.49173423647880554,0.5082657933235168
train,1165.0,2,0.4901505708694458,0.5098493695259094
train,1166.0,2,0.4932570159435272,0.5067429542541504
train,1167.0,2,0.4806424081325531,0.5193575620651245
train,1168.0,2,0.48028045892715454,0.5197194814682007
train,1169.0,1,0.508369505405426,0.49163055419921875
train,1171.0,1,0.5033299922943115,0.49667003750801086
train,1172.0,1,0.5023215413093567,0.4976784288883209
train,1173.0,1,0.5021913647651672,0.49780863523483276
train,1174.0,1,0.5058137774467468,0.4941862225532532
train,1175.0,1,0.5006751418113708,0.4993249177932739
train,1176.0,1,0.5044563412666321,0.4955436885356903
train,1177.0,1,0.5063470602035522,0.49365299940109253
train,1179.0,2,0.49439573287963867,0.5056043267250061
train,1180.0,2,0.4833759665489197,0.5166239738464355
train,1181.0,1,0.5028210878372192,0.49717891216278076
train,1182.0,1,0.5053794980049133,0.49462050199508667
train,1183.0,2,0.4909669756889343,0.5090330839157104
train,1185.0,1,0.5008872151374817,0.4991128146648407
train,1186.0,2,0.4972195327281952,0.502780556678772
train,1187.0,1,0.5086870789527893,0.4913128912448883
train,1189.0,2,0.47882339358329773,0.5211766362190247
train,1191.0,1,0.5093095302581787,0.49069055914878845
train,1192.0,1,0.5062465071678162,0.4937535226345062
test,11.0,2,0.49997931718826294,0.5000206232070923
test,24.0,2,0.49919548630714417,0.5008044242858887
test,32.0,1,0.5001653432846069,0.49983468651771545
test,45.0,2,0.4911854565143585,0.5088145732879639
test,50.0,2,0.49886563420295715,0.5011343359947205
test,52.0,2,0.4842424690723419,0.5157576203346252
test,55.0,1,0.501292884349823,0.49870702624320984
test,57.0,1,0.5000622868537903,0.4999377727508545
test,59.0,2,0.494883269071579,0.5051167011260986
test,60.0,2,0.49864980578422546,0.5013502240180969
test,64.0,1,0.5049180388450623,0.49508199095726013
test,71.0,1,0.5064702033996582,0.4935297667980194
test,77.0,1,0.5002014636993408,0.49979856610298157
test,82.0,1,0.5049180388450623,0.49508199095726013
test,84.0,2,0.4952966868877411,0.5047033429145813
test,87.0,2,0.48941755294799805,0.5105825066566467
test,89.0,1,0.5187700390815735,0.4812299311161041
test,97.0,1,0.5064488649368286,0.4935511648654938
test,102.0,1,0.5064702033996582,0.4935297667980194
test,108.0,1,0.5159138441085815,0.48408612608909607
test,110.0,2,0.4972545802593231,0.5027453303337097
test,114.0,2,0.4997466504573822,0.5002533197402954
test,129.0,2,0.4964715242385864,0.5035284757614136
test,130.0,2,0.4999752938747406,0.500024676322937
test,139.0,1,0.5031128525733948,0.49688711762428284
test,140.0,2,0.4992690682411194,0.5007309317588806
test,141.0,1,0.5006577968597412,0.499342143535614
test,142.0,1,0.5006577968597412,0.499342143535614
test,156.0,1,0.5011494755744934,0.4988504648208618
test,157.0,1,0.5011494755744934,0.4988504648208618
test,159.0,2,0.49750250577926636,0.5024974942207336
test,164.0,1,0.5001325011253357,0.49986761808395386
test,169.0,1,0.5159138441085815,0.48408612608909607
test,171.0,2,0.4969397485256195,0.5030602812767029
test,175.0,2,0.4972545802593231,0.5027453303337097
test,193.0,2,0.49925947189331055,0.5007404685020447
test,200.0,1,0.5016920566558838,0.498308002948761
test,201.0,1,0.5146582126617432,0.4853418171405792
test,210.0,1,0.5106088519096375,0.4893912076950073
test,211.0,1,0.5001192688941956,0.49988070130348206
test,212.0,1,0.5009139180183411,0.4990861415863037
test,220.0,2,0.4766424596309662,0.5233575701713562
test,222.0,2,0.49741461873054504,0.5025853514671326
test,226.0,2,0.49558016657829285,0.50441974401474
test,233.0,2,0.49765896797180176,0.5023410320281982
test,235.0,2,0.4739459753036499,0.5260540843009949
test,242.0,1,0.5223375558853149,0.47766247391700745
test,245.0,1,0.5297390818595886,0.4702609181404114
test,246.0,1,0.5023664236068726,0.49763351678848267
test,263.0,2,0.4987730085849762,0.5012269616127014
test,268.0,2,0.4921947717666626,0.5078052282333374
test,273.0,1,0.5050286650657654,0.49497130513191223
test,277.0,1,0.5015420913696289,0.4984578490257263
test,280.0,2,0.4999834895133972,0.5000165104866028
test,289.0,1,0.5005422234535217,0.4994577467441559
test,292.0,1,0.5007601976394653,0.49923980236053467
test,293.0,1,0.5050286650657654,0.49497130513191223
test,295.0,2,0.49983829259872437,0.5001616477966309
test,297.0,2,0.49937984347343445,0.5006201863288879
test,299.0,1,0.5007286071777344,0.4992713928222656
test,309.0,2,0.4966822564601898,0.5033177137374878
test,311.0,1,0.5000323057174683,0.4999677836894989
test,312.0,1,0.5000323057174683,0.4999677836894989
test,322.0,1,0.5000540614128113,0.49994605779647827
test,324.0,2,0.49951815605163574,0.5004818439483643
test,326.0,1,0.5003376603126526,0.4996623396873474
test,330.0,1,0.5047445297241211,0.4952555000782013
test,331.0,1,0.501732349395752,0.49826768040657043
test,334.0,1,0.5007286071777344,0.4992713928222656
test,335.0,1,0.5003376603126526,0.4996623396873474
test,336.0,1,0.5003376603126526,0.4996623396873474
test,347.0,1,0.5070736408233643,0.49292638897895813
test,355.0,2,0.49973928928375244,0.5002607107162476
test,358.0,2,0.4988671839237213,0.5011327862739563
test,364.0,1,0.5029619336128235,0.49703800678253174
test,365.0,2,0.4995485842227936,0.5004514455795288
test,370.0,2,0.49884942173957825,0.5011505484580994
test,374.0,1,0.506990909576416,0.49300912022590637
test,379.0,1,0.5021387934684753,0.49786120653152466
test,380.0,2,0.4994148015975952,0.5005851984024048
test,383.0,1,0.507543683052063,0.4924563765525818
test,385.0,1,0.507543683052063,0.4924563765525818
test,393.0,1,0.5152100324630737,0.48478996753692627
test,397.0,2,0.49870529770851135,0.5012946724891663
test,401.0,2,0.49919548630714417,0.5008044242858887
test,413.0,1,0.5187700390815735,0.4812299311161041
test,423.0,2,0.49660640954971313,0.5033935904502869
test,426.0,2,0.4921947717666626,0.5078052282333374
test,427.0,2,0.49177286028862,0.5082271099090576
test,428.0,2,0.49938976764678955,0.5006101727485657
test,432.0,1,0.5003376603126526,0.4996623396873474
test,435.0,2,0.49938666820526123,0.5006133317947388
test,444.0,2,0.4965585470199585,0.5034414529800415
test,452.0,1,0.5079920291900635,0.49200788140296936
test,456.0,2,0.4965585470199585,0.5034414529800415
test,458.0,2,0.48711705207824707,0.5128829479217529
test,463.0,1,0.5122435688972473,0.4877564311027527
test,466.0,2,0.49997931718826294,0.5000206232070923
test,470.0,2,0.48711705207824707,0.5128829479217529
test,482.0,2,0.49697208404541016,0.5030279755592346
test,487.0,2,0.4849282205104828,0.5150717496871948
test,490.0,2,0.4849282205104828,0.5150717496871948
test,495.0,1,0.5043421983718872,0.4956578016281128
test,499.0,2,0.4931682050228119,0.5068318843841553
test,519.0,1,0.5064346790313721,0.49356526136398315
test,527.0,1,0.5159138441085815,0.48408612608909607
test,528.0,2,0.4945032596588135,0.5054967999458313
test,533.0,1,0.5207915306091309,0.47920849919319153
test,537.0,2,0.49986594915390015,0.5001340508460999
test,538.0,1,0.5005900263786316,0.4994100034236908
test,539.0,2,0.4991191327571869,0.5008808970451355
test,553.0,2,0.4937301278114319,0.5062699317932129
test,554.0,2,0.49330028891563416,0.5066996812820435
test,565.0,2,0.49765896797180176,0.5023410320281982
test,566.0,2,0.4739459753036499,0.5260540843009949
test,571.0,1,0.5130900144577026,0.48691001534461975
test,572.0,1,0.5007601976394653,0.49923980236053467
test,575.0,2,0.4937301278114319,0.5062699317932129
test,577.0,2,0.49330028891563416,0.5066996812820435
test,590.0,2,0.49330028891563416,0.5066996812820435
test,593.0,2,0.49612903594970703,0.5038710236549377
test,594.0,2,0.49612903594970703,0.5038710236549377
test,598.0,2,0.49330028891563416,0.5066996812820435
test,603.0,1,0.5091856122016907,0.4908144176006317
